country,metric,date,source_file
Egypt,natural disaster,01-2020,Portugal
Egypt,natural disaster,02-2020,Portugal
Egypt,natural disaster,03-2020,Portugal
Egypt,natural disaster,04-2020,Portugal
Egypt,natural disaster,05-2020,Portugal
Egypt,natural disaster,06-2020,Portugal
Egypt,natural disaster,07-2020,Portugal
Egypt,natural disaster,08-2020,Portugal
Egypt,natural disaster,09-2020,Portugal
Egypt,natural disaster,10-2020,Portugal
Egypt,natural disaster,11-2020,Portugal
Egypt,natural disaster,12-2020,Portugal
Malawi,crop failure,01-2024,Portugal
Malawi,crop failure,02-2024,Portugal
Malawi,crop failure,03-2024,Portugal
Malawi,crop failure,04-2024,Portugal
Malawi,crop failure,05-2024,Portugal
Malawi,crop failure,06-2024,Portugal
Malawi,crop failure,07-2024,Portugal
Malawi,crop failure,08-2024,Portugal
Malawi,crop failure,09-2024,Portugal
Malawi,crop failure,10-2024,Portugal
Malawi,crop failure,11-2024,Portugal
Malawi,crop failure,12-2024,Portugal
Zambia,crop failure,01-2024,Portugal
Zambia,crop failure,02-2024,Portugal
Zambia,crop failure,03-2024,Portugal
Zambia,crop failure,04-2024,Portugal
Zambia,crop failure,05-2024,Portugal
Zambia,crop failure,06-2024,Portugal
Zambia,crop failure,07-2024,Portugal
Zambia,crop failure,08-2024,Portugal
Zambia,crop failure,09-2024,Portugal
Zambia,crop failure,10-2024,Portugal
Zambia,crop failure,11-2024,Portugal
Zambia,crop failure,12-2024,Portugal
Malawi,natural disaster,01-2024,Portugal
Malawi,natural disaster,02-2024,Portugal
Malawi,natural disaster,03-2024,Portugal
Malawi,natural disaster,04-2024,Portugal
Malawi,natural disaster,05-2024,Portugal
Malawi,natural disaster,06-2024,Portugal
Malawi,natural disaster,07-2024,Portugal
Malawi,natural disaster,08-2024,Portugal
Malawi,natural disaster,09-2024,Portugal
Malawi,natural disaster,10-2024,Portugal
Malawi,natural disaster,11-2024,Portugal
Malawi,natural disaster,12-2024,Portugal
Zambia,natural disaster,01-2024,Portugal
Zambia,natural disaster,02-2024,Portugal
Zambia,natural disaster,03-2024,Portugal
Zambia,natural disaster,04-2024,Portugal
Zambia,natural disaster,05-2024,Portugal
Zambia,natural disaster,06-2024,Portugal
Zambia,natural disaster,07-2024,Portugal
Zambia,natural disaster,08-2024,Portugal
Zambia,natural disaster,09-2024,Portugal
Zambia,natural disaster,10-2024,Portugal
Zambia,natural disaster,11-2024,Portugal
Zambia,natural disaster,12-2024,Portugal
Ethiopia,natural disaster,12-2020,Portugal
Ethiopia,natural disaster,01-2021,Portugal
Ethiopia,natural disaster,02-2021,Portugal
Ethiopia,natural disaster,03-2021,Portugal
Ethiopia,natural disaster,04-2021,Portugal
Ethiopia,natural disaster,05-2021,Portugal
Ethiopia,natural disaster,06-2021,Portugal
Ethiopia,natural disaster,07-2021,Portugal
Ethiopia,natural disaster,08-2021,Portugal
Ethiopia,natural disaster,09-2021,Portugal
Ethiopia,natural disaster,10-2021,Portugal
Ethiopia,natural disaster,11-2021,Portugal
Ethiopia,natural disaster,12-2021,Portugal
Ethiopia,natural disaster,01-2022,Portugal
Ethiopia,natural disaster,02-2022,Portugal
Ethiopia,natural disaster,03-2022,Portugal
United Kingdom,economic concern,01-2023,Portugal
United Kingdom,economic concern,02-2023,Portugal
Mozambique,political assassination,10-2024,Portugal
Palestine,political assassination,03-2025,Portugal
Lebanon,political assassination,09-2024,Portugal
Slovakia,political assassination,04-2024,Portugal
Spain,natural disaster,08-2025,Portugal
Portugal,natural disaster,08-2025,Portugal
France,natural disaster,08-2025,Portugal
Bulgaria,natural disaster,08-2025,Portugal
Hungary,natural disaster,08-2025,Portugal
Albania,natural disaster,08-2025,Portugal
Croatia,natural disaster,08-2025,Portugal
Spain,natural disaster,08-2025,Portugal
Greece,natural disaster,08-2025,Portugal
Portugal,natural disaster,08-2025,Portugal
Albania,natural disaster,08-2025,Portugal
United States,natural disaster,01-2024,Portugal
United States,natural disaster,02-2024,Portugal
United States,natural disaster,03-2024,Portugal
United States,natural disaster,04-2024,Portugal
France,natural disaster,10-2024,Portugal
Pakistan,natural disaster,06-2025,Portugal
United States,natural disaster,06-2022,Portugal
Portugal,natural disaster,10-2023,Portugal
Portugal,natural disaster,11-2024,Portugal
Sri Lanka,economic concern,04-2022,Portugal
Malaysia,ethnic tension,06-2024,Portugal
Malaysia,contested election,11-2022,Portugal
United States,contested election,11-2024,Puerto Rico
United States,contested election,11-2024,Puerto Rico
Puerto Rico,contested election,09-2020,Puerto Rico
United States,contested election,11-2024,Puerto Rico
United States,contested election,11-2024,Puerto Rico
United States,contested election,11-2024,Puerto Rico
Syria,crop failure,05-2025,Puerto Rico
United States,crop failure,05-2023,Puerto Rico
United States,crop failure,06-2023,Puerto Rico
Africa,natural disaster,03-2019,Puerto Rico
Indonesia,crop failure,08-2020,Puerto Rico
Indonesia,crop failure,09-2020,Puerto Rico
Indonesia,crop failure,10-2020,Puerto Rico
Indonesia,crop failure,11-2020,Puerto Rico
Indonesia,crop failure,12-2020,Puerto Rico
United States,economic concern,04-2025,Puerto Rico
United States,economic concern,06-2025,Puerto Rico
United States,economic concern,07-2025,Puerto Rico
United States,economic concern,08-2025,Puerto Rico
Canada,economic concern,05-2025,Puerto Rico
United States,ethnic tension,10-2022,Puerto Rico
United States,political assassination,07-2024,Puerto Rico
United States,political assassination,07-2024,Puerto Rico
United States,political assassination,07-2024,Puerto Rico
United States,political assassination,07-2024,Puerto Rico
United States,political assassination,07-2024,Puerto Rico
United States,political assassination,09-2025,Puerto Rico
Haiti,political assassination,07-2021,Puerto Rico
Haiti,military coup,03-2024,Puerto Rico
Sint Maarten,political assassination,07-2024,Puerto Rico
Puerto Rico,natural disaster,06-2025,Puerto Rico
Dominican Republic,natural disaster,06-2025,Puerto Rico
Puerto Rico,natural disaster,08-2025,Puerto Rico
Virgin Islands,natural disaster,08-2025,Puerto Rico
South Carolina,natural disaster,08-2021,Puerto Rico
Georgia,contested election,10-2024,Qatar
Mozambique,contested election,01-2025,Qatar
Guatemala,contested election,07-2023,Qatar
United States,contested election,07-2024,Qatar
Georgia,contested election,10-2024,Qatar
Poland,military coup,09-2025,Qatar
Baltics,military coup,09-2025,Qatar
Madagascar,contested election,11-2023,Qatar
United States,contested election,11-2020,Qatar
United States,economic concern,11-2020,Qatar
Yemen,political assassination,09-2025,Qatar
Russia,crop failure,07-2025,Qatar
Turkey,crop failure,04-2025,Qatar
Syria,crop failure,09-2024,Qatar
Syria,crop failure,11-2024,Qatar
Afghanistan,crop failure,04-2022,Qatar
Syrian Arab Republic,economic concern,01-2021,Qatar
Syrian Arab Republic,economic concern,10-2022,Qatar
Syrian Arab Republic,crop failure,01-2021,Qatar
Syrian Arab Republic,crop failure,10-2022,Qatar
Syria,crop failure,02-2024,Qatar
Syria,crop failure,03-2024,Qatar
Syria,crop failure,04-2024,Qatar
Syria,crop failure,05-2024,Qatar
Syria,crop failure,06-2024,Qatar
Syria,crop failure,07-2024,Qatar
Syria,crop failure,08-2024,Qatar
Syria,crop failure,09-2024,Qatar
Syria,crop failure,10-2024,Qatar
Syria,crop failure,11-2024,Qatar
Syria,crop failure,12-2024,Qatar
Syria,crop failure,01-2025,Qatar
Syria,crop failure,02-2025,Qatar
Syria,natural disaster,02-2024,Qatar
Syria,natural disaster,03-2024,Qatar
Syria,natural disaster,11-2024,Qatar
Syria,economic concern,10-2023,Qatar
Afghanistan,crop failure,08-2018,Qatar
United States,economic concern,05-2025,Qatar
Australia,economic concern,04-2025,Qatar
Lebanon,economic concern,03-2022,Qatar
Lebanon,economic concern,04-2022,Qatar
Egypt,economic concern,03-2022,Qatar
Egypt,economic concern,04-2022,Qatar
Niger,military coup,07-2023,Qatar
Myanmar,ethnic tension,10-2023,Qatar
Myanmar,ethnic tension,11-2023,Qatar
Myanmar,ethnic tension,12-2023,Qatar
Sudan,military coup,04-2019,Qatar
Mali,military coup,08-2020,Qatar
Mali,military coup,05-2021,Qatar
Mozambique,political assassination,10-2024,Qatar
Qatar,political assassination,09-2025,Qatar
Qatar,economic concern,09-2025,Qatar
Armenia,military coup,06-2025,Qatar
Qatar,military coup,09-2025,Qatar
Iran,political assassination,07-2024,Qatar
Palestine,political assassination,07-2024,Qatar
Pakistan,natural disaster,08-2025,Qatar
Greece,natural disaster,01-2025,Qatar
Greece,natural disaster,02-2025,Qatar
Morocco,natural disaster,09-2023,Qatar
India,political assassination,09-2025,Qatar
Turkey,natural disaster,02-2023,Qatar
Syria,natural disaster,02-2023,Qatar
Mexico,natural disaster,08-2021,Qatar
Philippines,natural disaster,12-2021,Qatar
Qatar,natural disaster,10-2018,Qatar
Belgium,natural disaster,07-2021,Qatar
Belgium,natural disaster,08-2021,Qatar
Kosovo,ethnic tension,06-2023,Qatar
Kosovo,contested election,04-2023,Qatar
Kosovo,military coup,05-2023,Qatar
Pakistan,ethnic tension,11-2024,Qatar
India,ethnic tension,04-2024,Qatar
India,ethnic tension,07-2023,Qatar
India,ethnic tension,05-2023,Qatar
India,ethnic tension,04-2023,Qatar
India,ethnic tension,06-2022,Qatar
Georgia,contested election,10-2024,Republic of Congo
Georgia,contested election,11-2024,Republic of Congo
Mozambique,contested election,11-2024,Republic of Congo
Georgia,contested election,10-2024,Republic of Congo
Angola,contested election,01-2025,Republic of Congo
Mozambique,contested election,01-2025,Republic of Congo
Rwanda,contested election,07-2024,Republic of Congo
Comoros,contested election,07-2024,Republic of Congo
Chad,contested election,07-2024,Republic of Congo
Democratic Republic of Congo,contested election,01-2019,Republic of Congo
Democratic Republic of Congo,contested election,02-2019,Republic of Congo
Democratic Republic of the Congo,contested election,01-2019,Republic of Congo
Democratic Republic of Congo,contested election,01-2024,Republic of Congo
Malawi,contested election,05-2019,Republic of Congo
Malawi,contested election,06-2020,Republic of Congo
Madagascar,crop failure,02-2024,Republic of Congo
Madagascar,crop failure,03-2024,Republic of Congo
Madagascar,crop failure,04-2024,Republic of Congo
Madagascar,crop failure,05-2024,Republic of Congo
Madagascar,crop failure,06-2024,Republic of Congo
Madagascar,crop failure,07-2024,Republic of Congo
Madagascar,crop failure,08-2024,Republic of Congo
Madagascar,crop failure,09-2024,Republic of Congo
Madagascar,crop failure,10-2024,Republic of Congo
Madagascar,crop failure,11-2024,Republic of Congo
Angola,crop failure,05-2024,Republic of Congo
Botswana,crop failure,05-2024,Republic of Congo
Lesotho,crop failure,05-2024,Republic of Congo
Malawi,crop failure,05-2024,Republic of Congo
Namibia,crop failure,05-2024,Republic of Congo
Zambia,crop failure,05-2024,Republic of Congo
Zimbabwe,crop failure,04-2024,Republic of Congo
Zimbabwe,crop failure,05-2024,Republic of Congo
Zimbabwe,economic concern,06-2024,Republic of Congo
Zimbabwe,economic concern,07-2024,Republic of Congo
Zimbabwe,economic concern,08-2024,Republic of Congo
Zimbabwe,economic concern,09-2024,Republic of Congo
Zimbabwe,economic concern,10-2024,Republic of Congo
Zimbabwe,economic concern,11-2024,Republic of Congo
Zambia,crop failure,05-2024,Republic of Congo
Democratic Republic of the Congo,economic concern,12-2023,Republic of Congo
Democratic Republic of the Congo,natural disaster,01-2024,Republic of Congo
Democratic Republic of the Congo,natural disaster,02-2024,Republic of Congo
Democratic Republic of the Congo,natural disaster,03-2024,Republic of Congo
Democratic Republic of the Congo,natural disaster,04-2024,Republic of Congo
Ethiopia,economic concern,12-2023,Republic of Congo
Niger,natural disaster,01-2024,Republic of Congo
Niger,natural disaster,02-2024,Republic of Congo
Niger,natural disaster,03-2024,Republic of Congo
Niger,natural disaster,04-2024,Republic of Congo
Somalia,natural disaster,01-2024,Republic of Congo
Somalia,natural disaster,02-2024,Republic of Congo
Somalia,natural disaster,03-2024,Republic of Congo
Somalia,natural disaster,04-2024,Republic of Congo
Zimbabwe,crop failure,01-2025,Republic of Congo
Zimbabwe,crop failure,02-2025,Republic of Congo
Zimbabwe,crop failure,03-2025,Republic of Congo
Zimbabwe,natural disaster,01-2025,Republic of Congo
Zimbabwe,natural disaster,02-2025,Republic of Congo
Zimbabwe,natural disaster,03-2025,Republic of Congo
Zimbabwe,natural disaster,04-2025,Republic of Congo
Angola,crop failure,05-2024,Republic of Congo
Lesotho,crop failure,04-2024,Republic of Congo
Malawi,crop failure,03-2024,Republic of Congo
Mozambique,crop failure,05-2024,Republic of Congo
Namibia,crop failure,05-2024,Republic of Congo
Zimbabwe,crop failure,04-2024,Republic of Congo
Somalia,crop failure,04-2019,Republic of Congo
Ethiopia,crop failure,02-2018,Republic of Congo
Ethiopia,crop failure,03-2018,Republic of Congo
Ethiopia,crop failure,04-2018,Republic of Congo
Pakistan,economic concern,04-2025,Republic of Congo
South Sudan,economic concern,04-2025,Republic of Congo
Burundi,economic concern,04-2025,Republic of Congo
Central African Republic,economic concern,04-2025,Republic of Congo
Yemen,economic concern,04-2025,Republic of Congo
Mozambique,economic concern,04-2025,Republic of Congo
Niger,military coup,07-2023,Republic of Congo
Democratic Republic of Congo,natural disaster,02-2025,Republic of Congo
Minnesota,political assassination,06-2025,Republic of Congo
Democratic Republic of the Congo,political assassination,08-2023,Republic of Congo
United States,political assassination,06-2025,Republic of Congo
Democratic Republic of Congo,political assassination,07-2023,Republic of Congo
Democratic Republic of Congo,military coup,05-2024,Republic of Congo
Democratic Republic of Congo,political assassination,05-2024,Republic of Congo
Democratic Republic of Congo,military coup,05-2024,Republic of Congo
Democratic Republic of Congo,military coup,06-2024,Republic of Congo
Democratic Republic of Congo,military coup,07-2024,Republic of Congo
Democratic Republic of Congo,military coup,08-2024,Republic of Congo
Democratic Republic of Congo,military coup,09-2024,Republic of Congo
United States,political assassination,06-2025,Republic of Congo
Argentina,political assassination,09-2022,Republic of Congo
Japan,political assassination,07-2022,Republic of Congo
Iraq,political assassination,11-2021,Republic of Congo
United Kingdom,political assassination,10-2021,Republic of Congo
Haiti,political assassination,07-2021,Republic of Congo
Chad,political assassination,04-2021,Republic of Congo
Venezuela,political assassination,08-2018,Republic of Congo
Democratic Republic of Congo,natural disaster,04-2025,Republic of Congo
Democratic Republic of Congo,natural disaster,05-2025,Republic of Congo
Democratic Republic of Congo,natural disaster,06-2025,Republic of Congo
Benin,natural disaster,08-2025,Republic of Congo
Cameroon,natural disaster,08-2024,Republic of Congo
Cabo Verde,natural disaster,08-2025,Republic of Congo
Central African Republic,natural disaster,08-2025,Republic of Congo
Chad,natural disaster,08-2024,Republic of Congo
Congo,natural disaster,08-2025,Republic of Congo
Democratic Republic of the Congo,natural disaster,04-2025,Republic of Congo
Democratic Republic of the Congo,natural disaster,08-2025,Republic of Congo
Ghana,natural disaster,08-2025,Republic of Congo
Guinea,natural disaster,07-2025,Republic of Congo
Nigeria,natural disaster,05-2025,Republic of Congo
Nigeria,natural disaster,08-2025,Republic of Congo
Senegal,natural disaster,08-2025,Republic of Congo
Democratic Republic of Congo,natural disaster,04-2025,Republic of Congo
Democratic Republic of Congo,natural disaster,04-2025,Republic of Congo
Central African Republic,natural disaster,07-2025,Republic of Congo
Republic of the Congo,natural disaster,07-2025,Republic of Congo
Nigeria,natural disaster,07-2025,Republic of Congo
Democratic Republic of the Congo,natural disaster,07-2025,Republic of Congo
Ghana,natural disaster,07-2025,Republic of Congo
Democratic Republic of the Congo,natural disaster,04-2025,Republic of Congo
Democratic Republic of the Congo,natural disaster,04-2025,Republic of Congo
Democratic Republic of the Congo,natural disaster,05-2025,Republic of Congo
Democratic Republic of the Congo,natural disaster,06-2025,Republic of Congo
United States,natural disaster,04-2025,Republic of Congo
Democratic Republic of the Congo,natural disaster,04-2025,Republic of Congo
Australia,natural disaster,03-2025,Republic of Congo
Australia,natural disaster,04-2025,Republic of Congo
Iran,natural disaster,04-2025,Republic of Congo
Myanmar,natural disaster,03-2025,Republic of Congo
Myanmar,natural disaster,04-2025,Republic of Congo
Global,natural disaster,08-2025,Republic of Congo
Africa,natural disaster,08-2025,Republic of Congo
Angola,natural disaster,08-2025,Republic of Congo
Democratic Republic of the Congo,natural disaster,08-2025,Republic of Congo
Papua New Guinea,natural disaster,05-2024,Republic of Congo
Papua New Guinea,natural disaster,06-2024,Republic of Congo
Democratic Republic of the Congo,natural disaster,04-2025,Republic of Congo
Democratic Republic of the Congo,natural disaster,05-2025,Republic of Congo
Democratic Republic of the Congo,natural disaster,06-2025,Republic of Congo
Democratic Republic of the Congo,natural disaster,07-2025,Republic of Congo
Democratic Republic of the Congo,natural disaster,08-2025,Republic of Congo
Democratic Republic of the Congo,natural disaster,09-2025,Republic of Congo
Democratic Republic of the Congo,natural disaster,10-2025,Republic of Congo
Burkina Faso,natural disaster,05-2024,Republic of Congo
Cameroon,natural disaster,08-2024,Republic of Congo
Central African Republic,natural disaster,08-2024,Republic of Congo
Chad,natural disaster,08-2024,Republic of Congo
DR Congo,natural disaster,01-2024,Republic of Congo
Guinea,natural disaster,07-2024,Republic of Congo
Liberia,natural disaster,06-2024,Republic of Congo
Mali,natural disaster,07-2024,Republic of Congo
Niger,natural disaster,06-2024,Republic of Congo
Nigeria,natural disaster,08-2024,Republic of Congo
Senegal,natural disaster,10-2024,Republic of Congo
Sierra Leone,natural disaster,09-2024,Republic of Congo
Democratic Republic of the Congo,natural disaster,10-2019,Republic of Congo
Democratic Republic of the Congo,natural disaster,05-2021,Republic of Congo
Republic of Congo,natural disaster,01-2024,Republic of Congo
Republic of Congo,natural disaster,02-2024,Republic of Congo
Democratic Republic of the Congo,natural disaster,12-2022,Republic of Congo
Democratic Republic of the Congo,natural disaster,07-2021,Republic of Congo
Gambia,natural disaster,07-2021,Republic of Congo
Chad,natural disaster,07-2021,Republic of Congo
Ghana,natural disaster,07-2021,Republic of Congo
Senegal,natural disaster,07-2021,Republic of Congo
Rwanda,natural disaster,05-2023,Republic of Congo
Democratic Republic of the Congo,natural disaster,05-2023,Republic of Congo
Libya,natural disaster,09-2023,Republic of Congo
Mozambique,natural disaster,03-2019,Republic of Congo
Democratic Republic of the Congo,natural disaster,12-2022,Republic of Congo
Democratic Republic of the Congo,natural disaster,01-2018,Republic of Congo
Democratic Republic of the Congo,natural disaster,10-2019,Republic of Congo
Democratic Republic of the Congo,natural disaster,11-2019,Republic of Congo
Syria,ethnic tension,03-2025,Republic of Congo
Syria,ethnic tension,04-2025,Republic of Congo
South Sudan,ethnic tension,07-2025,Republic of Congo
Democratic Republic of the Congo,ethnic tension,02-2025,Republic of Congo
Democratic Republic of the Congo,ethnic tension,03-2025,Republic of Congo
Democratic Republic of the Congo,ethnic tension,04-2025,Republic of Congo
Rwanda,ethnic tension,02-2025,Republic of Congo
Rwanda,ethnic tension,03-2025,Republic of Congo
Rwanda,ethnic tension,04-2025,Republic of Congo
India,political assassination,06-2024,Republic of Congo
India,economic concern,01-2024,Republic of Congo
India,ethnic tension,08-2024,Republic of Congo
Democratic Republic of the Congo,ethnic tension,01-2025,Republic of Congo
Democratic Republic of the Congo,ethnic tension,02-2025,Republic of Congo
India,ethnic tension,05-2023,Republic of Congo
India,ethnic tension,06-2023,Republic of Congo
India,ethnic tension,07-2023,Republic of Congo
India,ethnic tension,08-2023,Republic of Congo
Pakistan,contested election,06-2025,Reunion
Austria,contested election,05-2019,Reunion
Austria,contested election,10-2022,Reunion
United States,contested election,09-2025,Reunion
United States,contested election,08-2022,Reunion
United States,crop failure,12-2024,Reunion
United States,crop failure,10-2024,Reunion
Canada,economic concern,05-2025,Reunion
UK,economic concern,07-2025,Reunion
China,economic concern,04-2025,Reunion
China,economic concern,05-2025,Reunion
United States,economic concern,04-2025,Reunion
United States,economic concern,05-2025,Reunion
United States,economic concern,03-2025,Reunion
United States,economic concern,04-2025,Reunion
United States,economic concern,03-2025,Reunion
United States,economic concern,04-2025,Reunion
United States,economic concern,03-2025,Reunion
United States,economic concern,04-2025,Reunion
United States,economic concern,03-2025,Reunion
United States,economic concern,04-2025,Reunion
United States,economic concern,03-2025,Reunion
United States,economic concern,04-2025,Reunion
United States,economic concern,03-2025,Reunion
United States,economic concern,04-2025,Reunion
United States,economic concern,02-2025,Reunion
Myanmar,ethnic tension,11-2023,Reunion
Lebanon,political assassination,07-2024,Reunion
Iran,political assassination,07-2024,Reunion
Lebanon,political assassination,07-2024,Reunion
Israel,political assassination,07-2024,Reunion
Sint Maarten,political assassination,07-2024,Reunion
CuraÃ§ao,political assassination,11-2019,Reunion
Mayotte,natural disaster,12-2024,Reunion
Reunion Island,natural disaster,02-2025,Reunion
Mayotte,natural disaster,12-2024,Reunion
Comoros,natural disaster,12-2024,Reunion
Mozambique,natural disaster,12-2024,Reunion
Malawi,natural disaster,12-2024,Reunion
Zimbabwe,natural disaster,12-2024,Reunion
La Réunion,natural disaster,02-2025,Reunion
Mayotte,natural disaster,11-2023,Reunion
Mozambique,natural disaster,03-2019,Reunion
Mozambique,natural disaster,04-2019,Reunion
Mauritius,natural disaster,01-2024,Reunion
Reunion,natural disaster,01-2024,Reunion
United States,natural disaster,09-2024,Reunion
United States,natural disaster,10-2024,Reunion
Sri Lanka,economic concern,02-2022,Reunion
China,ethnic tension,01-2018,Reunion
China,ethnic tension,02-2018,Reunion
China,ethnic tension,03-2018,Reunion
China,ethnic tension,04-2018,Reunion
China,ethnic tension,05-2018,Reunion
China,ethnic tension,06-2018,Reunion
China,ethnic tension,07-2018,Reunion
China,ethnic tension,08-2018,Reunion
China,ethnic tension,09-2018,Reunion
China,ethnic tension,10-2018,Reunion
China,ethnic tension,11-2018,Reunion
China,ethnic tension,12-2018,Reunion
China,ethnic tension,01-2019,Reunion
China,ethnic tension,02-2019,Reunion
China,ethnic tension,03-2019,Reunion
China,ethnic tension,04-2019,Reunion
China,ethnic tension,05-2019,Reunion
China,ethnic tension,06-2019,Reunion
China,ethnic tension,07-2019,Reunion
China,ethnic tension,08-2019,Reunion
China,ethnic tension,09-2019,Reunion
China,ethnic tension,10-2019,Reunion
China,ethnic tension,11-2019,Reunion
China,ethnic tension,12-2019,Reunion
China,ethnic tension,01-2020,Reunion
China,ethnic tension,02-2020,Reunion
China,ethnic tension,03-2020,Reunion
China,ethnic tension,04-2020,Reunion
China,ethnic tension,05-2020,Reunion
China,ethnic tension,06-2020,Reunion
China,ethnic tension,07-2020,Reunion
China,ethnic tension,08-2020,Reunion
China,ethnic tension,09-2020,Reunion
China,ethnic tension,10-2020,Reunion
China,ethnic tension,11-2020,Reunion
China,ethnic tension,12-2020,Reunion
China,ethnic tension,01-2021,Reunion
China,ethnic tension,02-2021,Reunion
China,ethnic tension,03-2021,Reunion
China,ethnic tension,04-2021,Reunion
China,ethnic tension,05-2021,Reunion
China,ethnic tension,06-2021,Reunion
China,ethnic tension,07-2021,Reunion
China,ethnic tension,08-2021,Reunion
China,ethnic tension,09-2021,Reunion
China,ethnic tension,10-2021,Reunion
China,ethnic tension,11-2021,Reunion
China,ethnic tension,12-2021,Reunion
China,ethnic tension,01-2022,Reunion
China,ethnic tension,02-2022,Reunion
China,ethnic tension,03-2022,Reunion
China,ethnic tension,04-2022,Reunion
Burundi,contested election,05-2020,Reunion
Venezuela,political assassination,02-2019,Reunion
Central African Republic,political assassination,02-2019,Reunion
Burundi,political assassination,02-2019,Reunion
Mali,political assassination,02-2019,Reunion
Somalia,political assassination,02-2019,Reunion
Afghanistan,political assassination,02-2019,Reunion
Yemen,political assassination,02-2019,Reunion
Libya,political assassination,02-2019,Reunion
Iraq,political assassination,02-2019,Reunion
South Sudan,political assassination,02-2019,Reunion
Syria,political assassination,02-2019,Reunion
North Korea,political assassination,02-2019,Reunion
Nigeria,political assassination,02-2019,Reunion
Pakistan,political assassination,02-2019,Reunion
Burkina Faso,political assassination,02-2019,Reunion
Democratic Republic of Congo,political assassination,02-2019,Reunion
Niger,political assassination,02-2019,Reunion
Mauritania,political assassination,02-2019,Reunion
Romania,contested election,12-2024,Romania
Romania,contested election,05-2025,Romania
Romania,contested election,12-2024,Romania
Belarus,contested election,01-2025,Romania
Moldova,contested election,11-2024,Romania
Georgia,contested election,10-2024,Romania
Georgia,contested election,11-2024,Romania
Serbia,contested election,06-2025,Romania
Georgia,contested election,11-2024,Romania
Moldova,contested election,11-2024,Romania
United States,contested election,11-2024,Romania
United States,contested election,01-2021,Romania
United States,contested election,11-2022,Romania
Romania,contested election,12-2024,Romania
Gabon,military coup,08-2023,Romania
Malawi,contested election,02-2020,Romania
Malawi,contested election,06-2020,Romania
Bolivia,contested election,10-2019,Romania
Bolivia,contested election,10-2019,Romania
Russia,crop failure,07-2025,Romania
Southern Africa,crop failure,04-2024,Romania
Ukraine,crop failure,12-2022,Romania
Ukraine,crop failure,01-2023,Romania
Kansas,crop failure,06-2023,Romania
California,crop failure,10-2022,Romania
Eastern Africa,crop failure,08-2022,Romania
Eastern Africa,crop failure,01-2022,Romania
Southern Madagascar,crop failure,10-2022,Romania
United States,crop failure,11-2021,Romania
Iowa,crop failure,08-2020,Romania
Afghanistan,crop failure,06-2023,Romania
Southern Europe,crop failure,02-2023,Romania
Central and Eastern European countries,crop failure,02-2023,Romania
Turkey,crop failure,04-2025,Romania
Mexico,crop failure,01-2025,Romania
Mexico,crop failure,02-2025,Romania
Mexico,crop failure,03-2025,Romania
Mexico,crop failure,04-2025,Romania
Mexico,crop failure,05-2025,Romania
Mexico,crop failure,06-2025,Romania
Mexico,crop failure,07-2025,Romania
Mexico,crop failure,08-2025,Romania
Mexico,crop failure,09-2025,Romania
Mexico,crop failure,10-2025,Romania
France,crop failure,01-2025,Romania
France,crop failure,02-2025,Romania
France,crop failure,03-2025,Romania
France,crop failure,04-2025,Romania
France,crop failure,05-2025,Romania
France,crop failure,06-2025,Romania
France,crop failure,07-2025,Romania
France,crop failure,08-2025,Romania
France,crop failure,09-2025,Romania
France,crop failure,10-2025,Romania
Canada,crop failure,01-2025,Romania
Canada,crop failure,02-2025,Romania
Canada,crop failure,03-2025,Romania
Canada,crop failure,04-2025,Romania
Canada,crop failure,05-2025,Romania
Canada,crop failure,06-2025,Romania
Canada,crop failure,07-2025,Romania
Canada,crop failure,08-2025,Romania
Canada,crop failure,09-2025,Romania
Canada,crop failure,10-2025,Romania
India,crop failure,04-2025,Romania
India,crop failure,05-2025,Romania
India,crop failure,06-2025,Romania
United States,crop failure,01-2025,Romania
United States,crop failure,02-2025,Romania
United States,crop failure,03-2025,Romania
United States,crop failure,04-2025,Romania
United States,crop failure,05-2025,Romania
United States,crop failure,06-2025,Romania
United States,crop failure,07-2025,Romania
United States,crop failure,08-2025,Romania
United States,crop failure,09-2025,Romania
United States,crop failure,10-2025,Romania
Brazil,crop failure,04-2025,Romania
Brazil,crop failure,05-2025,Romania
Brazil,crop failure,06-2025,Romania
Brazil,crop failure,07-2025,Romania
Brazil,crop failure,08-2025,Romania
Brazil,crop failure,09-2025,Romania
Brazil,crop failure,10-2025,Romania
Costa Rica,crop failure,01-2025,Romania
Costa Rica,crop failure,02-2025,Romania
Costa Rica,crop failure,03-2025,Romania
Costa Rica,crop failure,04-2025,Romania
Costa Rica,crop failure,05-2025,Romania
Costa Rica,crop failure,06-2025,Romania
Costa Rica,crop failure,07-2025,Romania
Costa Rica,crop failure,08-2025,Romania
Costa Rica,crop failure,09-2025,Romania
Costa Rica,crop failure,10-2025,Romania
Jamaica,crop failure,01-2025,Romania
Jamaica,crop failure,02-2025,Romania
Jamaica,crop failure,03-2025,Romania
Jamaica,crop failure,04-2025,Romania
Jamaica,crop failure,05-2025,Romania
Jamaica,crop failure,06-2025,Romania
Jamaica,crop failure,07-2025,Romania
Jamaica,crop failure,08-2025,Romania
Jamaica,crop failure,09-2025,Romania
Jamaica,crop failure,10-2025,Romania
West Africa,crop failure,01-2025,Romania
West Africa,crop failure,02-2025,Romania
West Africa,crop failure,03-2025,Romania
West Africa,crop failure,04-2025,Romania
West Africa,crop failure,05-2025,Romania
